"Tabela 6588 - Série histórica da estimativa anual da área plantada, área colhida, produção e rendimento médio dos produtos das lavouras"
"Mês","region","Variável","Valor"
"maio 2021","Amazonas","Área colhida (Hectares)","-"
"maio 2021","Amazonas","Produção (Toneladas)","-"
"maio 2021","Roraima","Área colhida (Hectares)","24470"
"maio 2021","Roraima","Produção (Toneladas)","53198"
"maio 2021","Pará","Área colhida (Hectares)","715345"
"maio 2021","Pará","Produção (Toneladas)","2188950"
"maio 2021","Amapá","Área colhida (Hectares)","5220"
"maio 2021","Amapá","Produção (Toneladas)","12705"
"maio 2021","Tocantins","Área colhida (Hectares)","971640"
"maio 2021","Tocantins","Produção (Toneladas)","2863204"
"maio 2021","Maranhão","Área colhida (Hectares)","1003264"
"maio 2021","Maranhão","Produção (Toneladas)","3167246"
"maio 2021","Piauí","Área colhida (Hectares)","825457"
"maio 2021","Piauí","Produção (Toneladas)","2745215"
"maio 2021","Ceará","Área colhida (Hectares)","800"
"maio 2021","Ceará","Produção (Toneladas)","2400"
"maio 2021","Rio Grande do Norte","Área colhida (Hectares)","-"
"maio 2021","Rio Grande do Norte","Produção (Toneladas)","-"
"maio 2021","Paraíba","Área colhida (Hectares)","-"
"maio 2021","Paraíba","Produção (Toneladas)","-"
"maio 2021","Pernambuco","Área colhida (Hectares)","-"
"maio 2021","Pernambuco","Produção (Toneladas)","-"
"maio 2021","Alagoas","Área colhida (Hectares)","1211"
"maio 2021","Alagoas","Produção (Toneladas)","4604"
"maio 2021","Sergipe","Área colhida (Hectares)","-"
"maio 2021","Sergipe","Produção (Toneladas)","-"
"maio 2021","Bahia","Área colhida (Hectares)","1700000"
"maio 2021","Bahia","Produção (Toneladas)","6834000"
"maio 2021","Minas Gerais","Área colhida (Hectares)","1902174"
"maio 2021","Minas Gerais","Produção (Toneladas)","6930286"
"maio 2021","Espírito Santo","Área colhida (Hectares)","-"
"maio 2021","Espírito Santo","Produção (Toneladas)","-"
"maio 2021","Rio de Janeiro","Área colhida (Hectares)","-"
"maio 2021","Rio de Janeiro","Produção (Toneladas)","-"
"maio 2021","São Paulo","Área colhida (Hectares)","1159200"
"maio 2021","São Paulo","Produção (Toneladas)","4112400"
"maio 2021","Paraná","Área colhida (Hectares)","5623600"
"maio 2021","Paraná","Produção (Toneladas)","19887300"
"maio 2021","Santa Catarina","Área colhida (Hectares)","680000"
"maio 2021","Santa Catarina","Produção (Toneladas)","2343625"
"maio 2021","Rio Grande do Sul","Área colhida (Hectares)","6095677"
"maio 2021","Rio Grande do Sul","Produção (Toneladas)","20259588"
"maio 2021","Mato Grosso do Sul","Área colhida (Hectares)","3256499"
"maio 2021","Mato Grosso do Sul","Produção (Toneladas)","11615795"
"maio 2021","Mato Grosso","Área colhida (Hectares)","10432181"
"maio 2021","Mato Grosso","Produção (Toneladas)","35361370"
"maio 2021","Goiás","Área colhida (Hectares)","3685802"
"maio 2021","Goiás","Produção (Toneladas)","12901657"
"maio 2021","Distrito Federal","Área colhida (Hectares)","80000"
"maio 2021","Distrito Federal","Produção (Toneladas)","288000"
"junho 2021","Rondônia","Área colhida (Hectares)","399075"
"junho 2021","Rondônia","Produção (Toneladas)","1332834"
"junho 2021","Acre","Área colhida (Hectares)","6730"
"junho 2021","Acre","Produção (Toneladas)","24242"
"junho 2021","Amazonas","Área colhida (Hectares)","-"
"junho 2021","Amazonas","Produção (Toneladas)","-"
"junho 2021","Roraima","Área colhida (Hectares)","24470"
"junho 2021","Roraima","Produção (Toneladas)","53198"
"junho 2021","Pará","Área colhida (Hectares)","715345"
"junho 2021","Pará","Produção (Toneladas)","2188950"
"junho 2021","Amapá","Área colhida (Hectares)","5220"
"junho 2021","Amapá","Produção (Toneladas)","12705"
"junho 2021","Tocantins","Área colhida (Hectares)","971640"
"junho 2021","Tocantins","Produção (Toneladas)","2863204"
"junho 2021","Maranhão","Área colhida (Hectares)","1003264"
"junho 2021","Maranhão","Produção (Toneladas)","3193675"
"junho 2021","Piauí","Área colhida (Hectares)","825457"
"junho 2021","Piauí","Produção (Toneladas)","2745215"
"junho 2021","Ceará","Área colhida (Hectares)","1170"
"junho 2021","Ceará","Produção (Toneladas)","3636"
"junho 2021","Rio Grande do Norte","Área colhida (Hectares)","-"
"junho 2021","Rio Grande do Norte","Produção (Toneladas)","-"
"junho 2021","Paraíba","Área colhida (Hectares)","-"
"junho 2021","Paraíba","Produção (Toneladas)","-"
"junho 2021","Pernambuco","Área colhida (Hectares)","-"
"junho 2021","Pernambuco","Produção (Toneladas)","-"
"junho 2021","Alagoas","Área colhida (Hectares)","1211"
"junho 2021","Alagoas","Produção (Toneladas)","4604"
"junho 2021","Sergipe","Área colhida (Hectares)","-"
"junho 2021","Sergipe","Produção (Toneladas)","-"
"junho 2021","Bahia","Área colhida (Hectares)","1700000"
"junho 2021","Bahia","Produção (Toneladas)","6834000"
"junho 2021","Minas Gerais","Área colhida (Hectares)","1901874"
"junho 2021","Minas Gerais","Produção (Toneladas)","6929602"
"junho 2021","Espírito Santo","Área colhida (Hectares)","-"
"junho 2021","Espírito Santo","Produção (Toneladas)","-"
"junho 2021","Rio de Janeiro","Área colhida (Hectares)","-"
"junho 2021","Rio de Janeiro","Produção (Toneladas)","-"
"junho 2021","São Paulo","Área colhida (Hectares)","1159200"
"junho 2021","São Paulo","Produção (Toneladas)","4112400"
"junho 2021","Paraná","Área colhida (Hectares)","5629600"
"junho 2021","Paraná","Produção (Toneladas)","19873500"
"junho 2021","Santa Catarina","Área colhida (Hectares)","680000"
"junho 2021","Santa Catarina","Produção (Toneladas)","2343625"
"junho 2021","Rio Grande do Sul","Área colhida (Hectares)","6095677"
"junho 2021","Rio Grande do Sul","Produção (Toneladas)","20259588"
"junho 2021","Mato Grosso do Sul","Área colhida (Hectares)","3313014"
"junho 2021","Mato Grosso do Sul","Produção (Toneladas)","11904449"
"junho 2021","Mato Grosso","Área colhida (Hectares)","10432181"
"junho 2021","Mato Grosso","Produção (Toneladas)","35361370"
"junho 2021","Goiás","Área colhida (Hectares)","3697229"
"junho 2021","Goiás","Produção (Toneladas)","12902439"
"junho 2021","Distrito Federal","Área colhida (Hectares)","80000"
"junho 2021","Distrito Federal","Produção (Toneladas)","312000"
"julho 2021","Rondônia","Área colhida (Hectares)","387781"
"julho 2021","Rondônia","Produção (Toneladas)","1296074"
"julho 2021","Acre","Área colhida (Hectares)","6730"
"julho 2021","Acre","Produção (Toneladas)","24242"
"julho 2021","Amazonas","Área colhida (Hectares)","-"
"julho 2021","Amazonas","Produção (Toneladas)","-"
"julho 2021","Roraima","Área colhida (Hectares)","24470"
"julho 2021","Roraima","Produção (Toneladas)","53198"
"julho 2021","Pará","Área colhida (Hectares)","754761"
"julho 2021","Pará","Produção (Toneladas)","2235627"
"julho 2021","Amapá","Área colhida (Hectares)","5220"
"julho 2021","Amapá","Produção (Toneladas)","12705"
"julho 2021","Tocantins","Área colhida (Hectares)","971640"
"julho 2021","Tocantins","Produção (Toneladas)","2863204"
"julho 2021","Maranhão","Área colhida (Hectares)","1003377"
"julho 2021","Maranhão","Produção (Toneladas)","3194261"
"julho 2021","Piauí","Área colhida (Hectares)","825457"
"julho 2021","Piauí","Produção (Toneladas)","2745215"
"julho 2021","Ceará","Área colhida (Hectares)","1170"
"julho 2021","Ceará","Produção (Toneladas)","3636"
"julho 2021","Rio Grande do Norte","Área colhida (Hectares)","-"
"julho 2021","Rio Grande do Norte","Produção (Toneladas)","-"
"julho 2021","Paraíba","Área colhida (Hectares)","-"
"julho 2021","Paraíba","Produção (Toneladas)","-"
"julho 2021","Pernambuco","Área colhida (Hectares)","-"
"julho 2021","Pernambuco","Produção (Toneladas)","-"
"julho 2021","Alagoas","Área colhida (Hectares)","1211"
"julho 2021","Alagoas","Produção (Toneladas)","4604"
"julho 2021","Sergipe","Área colhida (Hectares)","-"
"julho 2021","Sergipe","Produção (Toneladas)","-"
"julho 2021","Bahia","Área colhida (Hectares)","1700000"
"julho 2021","Bahia","Produção (Toneladas)","6834000"
"julho 2021","Minas Gerais","Área colhida (Hectares)","1902404"
"julho 2021","Minas Gerais","Produção (Toneladas)","6931547"
"julho 2021","Espírito Santo","Área colhida (Hectares)","-"
"julho 2021","Espírito Santo","Produção (Toneladas)","-"
"julho 2021","Rio de Janeiro","Área colhida (Hectares)","-"
"julho 2021","Rio de Janeiro","Produção (Toneladas)","-"
"julho 2021","São Paulo","Área colhida (Hectares)","1159200"
"julho 2021","São Paulo","Produção (Toneladas)","4112400"
"julho 2021","Paraná","Área colhida (Hectares)","5634900"
"julho 2021","Paraná","Produção (Toneladas)","19894400"
"julho 2021","Santa Catarina","Área colhida (Hectares)","680000"
"julho 2021","Santa Catarina","Produção (Toneladas)","2343625"
"julho 2021","Rio Grande do Sul","Área colhida (Hectares)","6107208"
"julho 2021","Rio Grande do Sul","Produção (Toneladas)","20401342"
"julho 2021","Mato Grosso do Sul","Área colhida (Hectares)","3313014"
"julho 2021","Mato Grosso do Sul","Produção (Toneladas)","11904449"
"julho 2021","Mato Grosso","Área colhida (Hectares)","10432181"
"julho 2021","Mato Grosso","Produção (Toneladas)","35357680"
"julho 2021","Goiás","Área colhida (Hectares)","3697229"
"julho 2021","Goiás","Produção (Toneladas)","12902439"
"julho 2021","Distrito Federal","Área colhida (Hectares)","80000"
"julho 2021","Distrito Federal","Produção (Toneladas)","312000"
"agosto 2021","Rondônia","Área colhida (Hectares)","384559"
"agosto 2021","Rondônia","Produção (Toneladas)","1292039"
"agosto 2021","Acre","Área colhida (Hectares)","6935"
"agosto 2021","Acre","Produção (Toneladas)","23561"
"agosto 2021","Amazonas","Área colhida (Hectares)","-"
"agosto 2021","Amazonas","Produção (Toneladas)","-"
"agosto 2021","Roraima","Área colhida (Hectares)","24470"
"agosto 2021","Roraima","Produção (Toneladas)","53198"
"agosto 2021","Pará","Área colhida (Hectares)","754761"
"agosto 2021","Pará","Produção (Toneladas)","2235627"
"agosto 2021","Amapá","Área colhida (Hectares)","6700"
"agosto 2021","Amapá","Produção (Toneladas)","17956"
"agosto 2021","Tocantins","Área colhida (Hectares)","971640"
"agosto 2021","Tocantins","Produção (Toneladas)","2863204"
"agosto 2021","Maranhão","Área colhida (Hectares)","1007157"
"agosto 2021","Maranhão","Produção (Toneladas)","3206615"
"agosto 2021","Piauí","Área colhida (Hectares)","831381"
"agosto 2021","Piauí","Produção (Toneladas)","2713714"
"agosto 2021","Ceará","Área colhida (Hectares)","1170"
"agosto 2021","Ceará","Produção (Toneladas)","3636"
"agosto 2021","Rio Grande do Norte","Área colhida (Hectares)","-"
"agosto 2021","Rio Grande do Norte","Produção (Toneladas)","-"
"agosto 2021","Paraíba","Área colhida (Hectares)","-"
"agosto 2021","Paraíba","Produção (Toneladas)","-"
"agosto 2021","Pernambuco","Área colhida (Hectares)","-"
"agosto 2021","Pernambuco","Produção (Toneladas)","-"
"agosto 2021","Alagoas","Área colhida (Hectares)","3142"
"agosto 2021","Alagoas","Produção (Toneladas)","11537"
"agosto 2021","Sergipe","Área colhida (Hectares)","-"
"agosto 2021","Sergipe","Produção (Toneladas)","-"
"agosto 2021","Bahia","Área colhida (Hectares)","1700000"
"agosto 2021","Bahia","Produção (Toneladas)","6834000"
"agosto 2021","Minas Gerais","Área colhida (Hectares)","1934178"
"agosto 2021","Minas Gerais","Produção (Toneladas)","6980844"
"agosto 2021","Espírito Santo","Área colhida (Hectares)","-"
"agosto 2021","Espírito Santo","Produção (Toneladas)","-"
"agosto 2021","Rio de Janeiro","Área colhida (Hectares)","-"
"agosto 2021","Rio de Janeiro","Produção (Toneladas)","-"
"agosto 2021","São Paulo","Área colhida (Hectares)","1159200"
"agosto 2021","São Paulo","Produção (Toneladas)","4112400"
"agosto 2021","Paraná","Área colhida (Hectares)","5629100"
"agosto 2021","Paraná","Produção (Toneladas)","19854400"
"agosto 2021","Santa Catarina","Área colhida (Hectares)","680000"
"agosto 2021","Santa Catarina","Produção (Toneladas)","2343625"
"agosto 2021","Rio Grande do Sul","Área colhida (Hectares)","6107208"
"agosto 2021","Rio Grande do Sul","Produção (Toneladas)","20401342"
"agosto 2021","Mato Grosso do Sul","Área colhida (Hectares)","3380260"
"agosto 2021","Mato Grosso do Sul","Produção (Toneladas)","12253992"
"agosto 2021","Mato Grosso","Área colhida (Hectares)","10432181"
"agosto 2021","Mato Grosso","Produção (Toneladas)","35357680"
"agosto 2021","Goiás","Área colhida (Hectares)","3697229"
"agosto 2021","Goiás","Produção (Toneladas)","12896284"
"agosto 2021","Distrito Federal","Área colhida (Hectares)","80000"
"agosto 2021","Distrito Federal","Produção (Toneladas)","312000"
"setembro 2021","Rondônia","Área colhida (Hectares)","380251"
"setembro 2021","Rondônia","Produção (Toneladas)","1285285"
"setembro 2021","Acre","Área colhida (Hectares)","6935"
"setembro 2021","Acre","Produção (Toneladas)","23561"
"setembro 2021","Amazonas","Área colhida (Hectares)","-"
"setembro 2021","Amazonas","Produção (Toneladas)","-"
"setembro 2021","Roraima","Área colhida (Hectares)","24470"
"setembro 2021","Roraima","Produção (Toneladas)","53198"
"setembro 2021","Pará","Área colhida (Hectares)","754761"
"setembro 2021","Pará","Produção (Toneladas)","2235627"
"setembro 2021","Amapá","Área colhida (Hectares)","6700"
"setembro 2021","Amapá","Produção (Toneladas)","17956"
"setembro 2021","Tocantins","Área colhida (Hectares)","971640"
"setembro 2021","Tocantins","Produção (Toneladas)","2863204"
"setembro 2021","Maranhão","Área colhida (Hectares)","1005623"
"setembro 2021","Maranhão","Produção (Toneladas)","3202608"
"setembro 2021","Piauí","Área colhida (Hectares)","831381"
"setembro 2021","Piauí","Produção (Toneladas)","2713714"
"setembro 2021","Ceará","Área colhida (Hectares)","1170"
"setembro 2021","Ceará","Produção (Toneladas)","3636"
"setembro 2021","Rio Grande do Norte","Área colhida (Hectares)","-"
"setembro 2021","Rio Grande do Norte","Produção (Toneladas)","-"
"setembro 2021","Paraíba","Área colhida (Hectares)","-"
"setembro 2021","Paraíba","Produção (Toneladas)","-"
"setembro 2021","Pernambuco","Área colhida (Hectares)","-"
"setembro 2021","Pernambuco","Produção (Toneladas)","-"
"setembro 2021","Alagoas","Área colhida (Hectares)","3142"
"setembro 2021","Alagoas","Produção (Toneladas)","11537"
"setembro 2021","Sergipe","Área colhida (Hectares)","-"
"setembro 2021","Sergipe","Produção (Toneladas)","-"
"setembro 2021","Bahia","Área colhida (Hectares)","1700000"
"setembro 2021","Bahia","Produção (Toneladas)","6834000"
"setembro 2021","Minas Gerais","Área colhida (Hectares)","1934178"
"setembro 2021","Minas Gerais","Produção (Toneladas)","6980844"
"setembro 2021","Espírito Santo","Área colhida (Hectares)","-"
"setembro 2021","Espírito Santo","Produção (Toneladas)","-"
"setembro 2021","Rio de Janeiro","Área colhida (Hectares)","-"
"setembro 2021","Rio de Janeiro","Produção (Toneladas)","-"
"setembro 2021","São Paulo","Área colhida (Hectares)","1154300"
"setembro 2021","São Paulo","Produção (Toneladas)","4070700"
"setembro 2021","Paraná","Área colhida (Hectares)","5629100"
"setembro 2021","Paraná","Produção (Toneladas)","19853900"
"setembro 2021","Santa Catarina","Área colhida (Hectares)","680000"
"setembro 2021","Santa Catarina","Produção (Toneladas)","2343625"
"setembro 2021","Rio Grande do Sul","Área colhida (Hectares)","6107208"
"setembro 2021","Rio Grande do Sul","Produção (Toneladas)","20419562"
"setembro 2021","Mato Grosso do Sul","Área colhida (Hectares)","3380260"
"setembro 2021","Mato Grosso do Sul","Produção (Toneladas)","12253992"
"setembro 2021","Mato Grosso","Área colhida (Hectares)","10457399"
"setembro 2021","Mato Grosso","Produção (Toneladas)","35661151"
"setembro 2021","Goiás","Área colhida (Hectares)","3697229"
"setembro 2021","Goiás","Produção (Toneladas)","12896284"
"setembro 2021","Distrito Federal","Área colhida (Hectares)","80000"
"setembro 2021","Distrito Federal","Produção (Toneladas)","312000"
"outubro 2021","Rondônia","Área colhida (Hectares)","394610"
"outubro 2021","Rondônia","Produção (Toneladas)","1338293"
"outubro 2021","Acre","Área colhida (Hectares)","6935"
"outubro 2021","Acre","Produção (Toneladas)","23561"
"outubro 2021","Amazonas","Área colhida (Hectares)","-"
"outubro 2021","Amazonas","Produção (Toneladas)","-"
"outubro 2021","Roraima","Área colhida (Hectares)","24470"
"outubro 2021","Roraima","Produção (Toneladas)","53198"
"outubro 2021","Pará","Área colhida (Hectares)","753761"
"outubro 2021","Pará","Produção (Toneladas)","2232427"
"outubro 2021","Amapá","Área colhida (Hectares)","6700"
"outubro 2021","Amapá","Produção (Toneladas)","17956"
